prof_mean,prof_std,prof_skewness,prof_kurtosis,dm_snr_mean,dm_snr_std,dm_snr_skewness,dm_snr_kurtosis,subband_01,subband_02,subband_03,subband_04,subband_05,subband_06,subband_07,subband_08,pipeline_01,pipeline_02,pipeline_03,pipeline_04,candidate_type
1.469555,0.786337,0.812269,1.534982,-1.024408,-1.457041,1.385368,5.998153,0.48506,0.336763,0.87054,0.741379,-1.110876,-1.157197,1.167935,6.136014,2.462401,1.360059,2.611857,0.921525,0
-2.14348,0.972372,-0.458928,0.30294,-0.241157,-0.165017,0.397054,0.981772,-0.985877,0.088461,0.529964,-0.078911,-0.172401,-0.137888,1.135949,-0.349907,1.650912,1.652526,1.761751,0.298428,0
0.995717,-0.386529,-1.530086,-0.644657,0.217402,-1.659016,1.675402,1.439427,1.158026,-0.700453,-1.83548,0.187667,-0.031604,-2.256948,1.4902,0.47922,-2.190518,-1.903539,-3.115164,0.798365,0
0.087688,-2.359302,0.459631,-0.097995,0.20292,-0.485878,-0.542564,-1.360526,-0.082839,-2.471057,2.407884,0.103042,0.818109,-0.857634,-0.348017,-1.366902,1.109169,0.324081,-1.035193,3.011353,0
-0.984434,0.935835,-3.324222,-1.021645,-0.347022,0.199018,2.255274,0.095126,-1.621289,0.313182,-3.978969,-2.585294,-0.683946,2.082589,3.014806,0.979144,-2.333498,3.286396,0.020467,-1.36945,0
-0.06757,-0.862962,1.123437,-0.902794,0.292605,-0.285295,-0.269808,1.303542,0.879145,-1.790835,1.143542,-1.636289,0.551674,-1.700153,-0.168478,1.85239,-0.074782,0.355185,0.019123,0.672077,0
0.763471,-0.313776,-1.68613,1.249292,0.480733,-0.853468,-0.135116,0.842594,0.30256,-0.490313,-1.302828,1.957264,0.598866,-1.140034,-0.438522,1.069929,-2.122415,-1.076429,-2.095596,-1.914785,0
2.059548,1.114552,3.002119,1.788391,2.008809,-0.57047,-0.068485,4.691246,0.923105,0.848723,2.67021,1.939295,2.774432,-1.302696,0.625615,5.020145,1.646227,-1.17882,0.81234,2.380314,1
2.612674,0.770047,1.016163,0.841362,1.342093,-0.149001,0.777996,5.070442,1.899101,1.355041,-0.026229,2.115738,1.965039,-2.125811,0.443309,4.350006,0.493493,-2.283439,0.667721,-0.032692,1
-1.436242,-1.334442,-1.53381,-0.060086,0.564118,-0.160131,0.576487,0.91918,-1.760285,-1.091024,-1.503658,-0.657826,0.087851,0.421484,-0.506804,-0.495251,0.178384,1.086301,0.683263,-0.758267,0
1.612365,0.805157,0.700571,0.329261,0.889061,-0.448313,1.191558,0.162031,0.715397,-0.712931,1.222552,1.011416,0.162967,-2.086963,1.095409,-0.986017,0.906979,1.795062,1.401516,1.489867,1
0.883321,-0.159863,-0.991387,-0.334,-0.144681,0.709158,0.17733,0.689356,0.991154,0.19279,-1.691517,-0.742164,0.23191,0.422706,-0.568874,2.038883,-1.467539,0.565112,0.379356,0.727697,0
0.517572,1.243342,-0.044691,0.039952,0.226776,-0.255335,0.694113,-0.911118,0.328545,1.378496,0.001843,1.607105,1.870133,0.494473,1.591066,-0.679612,-2.379448,-0.607275,-0.083134,0.380034,0
-1.111387,-0.148705,0.811677,0.502124,-0.305399,0.619819,-1.165868,0.368395,-1.202854,-0.079252,1.401685,0.845428,-0.928974,-0.001183,-1.875568,1.045195,-1.648163,1.302098,-0.26269,-2.623314,0
1.258581,0.620541,0.937765,0.624002,0.524714,0.329527,2.531645,-0.559973,0.768454,-0.481297,2.267531,0.337104,-0.945882,0.415514,3.514803,-0.926948,-0.49384,-3.353203,0.609697,-0.046807,0
-1.965708,-0.415359,0.817549,0.014284,-0.4503,-1.378718,-0.222824,-0.744069,-2.014336,-0.358956,2.461053,-0.306153,-0.426778,0.089061,-1.261897,-1.915001,0.57493,1.180946,1.898367,-1.679164,0
-1.263142,-0.951963,-0.316666,-0.503496,0.528479,-0.350189,-0.473657,0.62265,-0.29954,-0.823099,-1.079094,0.030283,1.00189,-0.126751,0.201378,0.633836,0.594347,0.98924,-0.663097,-2.085536,0
-1.157064,0.26862,-0.921753,-0.494147,-0.221507,-0.244264,0.068033,-0.922264,-1.699958,-0.41227,-0.05058,-1.793923,-0.729077,-0.87235,-0.041645,-0.815736,1.095113,0.40982,-1.213869,0.298533,0
1.630646,-0.972933,-1.480736,-0.284487,-0.848306,0.327738,-0.5074,0.489375,1.314904,0.160917,-0.892507,0.228662,-1.950063,0.092174,-0.635517,0.823201,-1.0737,-1.583819,-1.479065,0.25569,0
0.597754,0.399658,1.072282,0.256639,-0.530639,0.779302,0.595758,1.13185,0.848551,-0.110814,0.993377,2.067265,-0.74728,1.735055,0.833908,0.99821,-1.884489,-1.448602,2.428452,-0.415904,0
0.505542,0.405796,0.918794,0.586153,0.235033,-0.403773,0.075049,-1.093864,0.973189,0.944072,1.58404,0.486809,0.423569,-1.393797,0.665344,-0.754391,-0.92062,-0.901563,0.482571,-0.966428,0
0.822226,-0.793862,-2.223348,0.460731,-0.015076,0.38378,0.647763,0.41658,-0.488483,-1.180633,-2.561805,0.677785,-0.251815,0.011559,0.154607,1.823093,-1.436013,-0.243471,-2.129207,0.888435,0
1.359982,0.016129,-0.15708,0.073889,0.343747,-1.708063,0.675766,-0.405941,0.368328,0.964464,0.234586,-0.272699,-0.068799,0.456692,1.086073,-0.849226,-0.680974,-1.82922,0.072069,0.242629,0
-1.644717,0.062477,0.639685,0.06416,-0.845807,-0.85575,-0.546435,1.31864,-0.429029,0.891487,1.740543,-0.753212,-1.303943,-1.707316,0.330137,-0.286129,2.272467,1.098824,-1.115298,-2.136819,0
0.199867,0.301114,0.918998,3.866822,1.127156,0.149455,1.021361,5.873927,0.711733,-0.03194,1.017595,4.440275,1.077087,-0.39234,1.171047,5.985453,-0.116476,-0.612113,-0.357344,-0.295202,1
0.066404,0.35201,-0.893883,1.354636,-0.078018,-0.27404,-0.256081,0.189674,-0.352477,0.059857,-0.795548,3.170299,0.025171,-1.071796,-0.944998,1.129704,3.262405,-0.033492,-0.061363,0.545721,0
-1.601004,-0.63573,0.021025,-0.517163,-1.027345,-1.629593,-2.330311,0.417627,-2.918302,-0.712454,-0.756118,0.478659,-0.592977,-1.569973,-1.352362,-0.820484,3.132415,2.107817,1.60264,-0.910735,0
1.030221,-0.746412,-1.279793,1.760728,-0.786554,0.631609,0.84297,0.278558,1.960629,0.06212,-1.980322,2.250063,0.823583,-0.20968,0.904687,-0.746085,0.35811,1.170568,-2.002445,1.04369,0
-1.577453,-1.323172,-0.860527,-2.107103,0.068562,-1.266385,0.095216,-0.21659,-2.039388,-0.331421,-1.621578,-3.621915,1.598914,-1.619985,0.239028,-0.832989,0.447271,-1.232049,-0.046565,0.8159,0
2.039761,1.894224,-2.617382,0.573843,1.713733,1.579762,-0.114566,1.304244,2.904143,1.331494,-2.094982,1.27699,1.847715,1.254148,0.575855,0.445425,-3.91912,2.123203,-1.893312,0.575602,0
2.016926,-0.061292,-0.91838,-0.564989,-0.841721,0.087211,0.528351,1.026144,2.963117,-0.273002,0.142206,-0.530504,-1.541009,0.975265,1.911424,-0.422335,-2.107585,-0.198407,1.137843,1.527446,0
-0.69339,0.146639,1.70227,-0.190176,0.511659,0.0029,-1.183453,0.324147,-1.449016,1.339054,4.921079,-0.360003,1.149559,-0.557537,0.163573,0.92565,0.472844,1.861283,0.646356,-0.107539,0
-0.58362,-0.488556,-0.132484,1.060809,0.343987,-0.173751,0.021814,0.689826,0.413814,-1.044587,0.396501,0.164846,0.678845,-2.30405,0.461868,-1.51866,0.396271,0.884282,-4.162373,-0.858997,0
-0.046143,0.138121,0.792884,1.423353,0.469735,-0.314944,1.001461,-0.411369,0.473571,-0.091589,0.745535,2.295836,0.832007,-1.042031,1.570641,-0.891472,-0.094522,-1.644965,-2.590764,-0.125818,0
0.401612,1.019427,-1.217224,0.151488,0.110598,1.530545,-1.379846,-0.124674,0.817968,1.210931,-1.444266,1.003327,-1.015433,-0.101676,-0.908585,0.127845,-0.505358,2.364046,-0.260442,1.056867,0
0.628549,-0.173892,1.258592,-0.451432,0.332345,-0.309343,-0.286268,-0.713722,0.445361,0.41988,1.868032,-1.620419,0.932323,0.164255,-1.346212,-0.375672,0.114854,-0.473182,0.735814,0.054323,0
0.418964,-0.360896,0.612095,-1.470525,-0.16778,-0.001441,-2.148624,0.723967,1.099331,-0.304701,-1.175228,-0.101062,-0.79825,-1.436834,-1.694783,0.802409,-1.451949,-0.548342,0.580432,2.089002,0
-0.613907,-1.576542,-1.210047,0.509033,-0.621504,0.322389,-0.124365,-0.704944,-0.711099,-1.813405,-1.566789,-0.381786,0.459721,0.646368,0.073099,-1.717398,0.786452,0.887768,-0.398891,0.16096,0
-0.904622,0.272132,-1.300938,0.598777,0.009391,-0.878583,-1.464141,-0.689124,-0.336843,-1.161534,-1.274487,2.299649,-1.992163,0.534376,0.560712,-0.975908,2.053918,3.202876,-1.002554,-2.092756,0
-0.170993,1.539293,2.447646,4.139439,1.887775,-0.519246,0.740243,2.518137,-0.905594,2.47597,2.100287,4.101203,1.6049,-1.597634,0.668249,1.782634,-2.510332,-1.279103,0.881263,-1.091251,1
-1.581394,0.369434,0.568236,-0.677301,0.596031,0.021932,-0.196239,0.429816,-1.201815,0.013267,-0.157515,0.174824,1.806245,-0.417892,-0.517386,1.621747,-3.172162,0.875456,-0.886051,-0.76301,0
-0.182996,-0.379257,1.187838,0.379043,-1.228813,-0.650756,-0.485278,1.351082,0.082043,-1.327597,0.533694,0.281703,-1.258497,-2.090596,0.103792,1.523749,1.299582,-0.046696,-1.167824,-1.838762,0
-0.53082,0.696356,-0.754468,0.452411,-0.031547,0.387257,0.443597,-0.914984,-0.706755,1.051401,-1.555065,-0.229704,-0.324017,-0.504179,-0.291426,-1.575265,-0.418303,0.713698,0.223193,-0.307763,0
-1.268018,-0.014933,0.586546,-1.585806,0.853864,-0.542554,0.282792,0.208776,-0.211388,-1.071823,1.121078,-1.906203,1.164957,0.236265,-1.219704,-0.235247,-1.825959,0.643671,-1.383186,0.473215,0
1.679325,-0.927879,-0.21168,-2.192277,1.14778,0.200696,1.146025,-0.997172,1.902386,-0.68989,1.171084,-3.387724,2.578618,0.94703,1.105851,-1.422077,-3.332491,-4.065713,1.234101,5.281789,0
-0.560254,2.380192,-0.025338,-0.990027,0.066843,-0.441986,-0.379819,0.861834,-0.961044,2.148065,-0.009711,-2.360753,-0.754826,-1.396981,-1.652206,0.504992,-0.817766,1.28888,1.259496,-0.790805,0
0.632163,0.289444,0.992478,1.003954,0.297678,0.932471,0.144679,-2.488461,0.889022,0.473655,0.853874,0.500039,1.319609,0.946529,-0.454169,-3.159227,-0.732093,0.563296,-1.975666,-0.229428,0
1.213223,0.50883,-0.854183,0.665556,1.017702,-0.117877,-1.016684,-1.376675,1.203687,1.06796,0.136891,0.418839,-0.439898,-0.53327,0.687495,-1.006654,-0.090676,0.587792,0.457032,0.935101,0
0.118584,0.392218,-1.069275,-0.004497,0.066301,-0.428354,0.332106,-0.933375,0.260339,0.706552,-2.921775,1.573494,-0.842364,0.437495,-1.431043,-0.121101,0.001047,0.275903,-1.112303,2.148989,0
2.776248,-0.921918,-0.307374,-0.47643,-0.495192,1.407518,0.560218,-0.661492,2.530441,-0.85582,-0.519157,-1.386148,-2.050479,1.559024,-0.280734,-1.197863,-1.885372,-3.194563,3.944362,2.13699,0
-0.310313,0.432673,0.221835,1.039098,0.148489,0.311273,-0.631591,0.930953,-0.800429,1.019664,0.362048,-0.1636,1.813765,0.529721,0.823729,0.329857,0.26042,2.747544,-1.909357,-2.455821,0
1.625765,-0.339903,2.248144,1.088517,0.734321,-0.215585,1.328096,3.784266,1.281661,-1.375375,2.65766,2.967309,-0.431073,-0.932241,0.870134,3.63838,0.599882,-1.218795,2.324167,2.254226,1
0.451972,-1.584098,-1.781238,0.497878,-0.365716,-0.803914,-0.548904,-0.256328,0.856435,-1.120218,-2.115431,0.950678,-0.781939,1.281303,-0.329513,0.331476,0.498666,0.633058,-1.989608,-3.552693,0
-0.213545,-0.172035,1.06078,0.406296,0.814841,1.176278,-1.288957,1.773979,0.498984,-1.198853,1.521309,0.276339,1.466338,1.697863,-0.75166,1.175642,2.651922,0.015339,-0.902715,-1.124573,0
-0.409295,-0.155625,-0.200334,0.059396,1.643745,-0.676532,1.440434,0.512946,-0.956264,0.879873,-0.818042,0.461696,0.374571,-1.421752,2.444981,-0.197434,-0.36232,-1.057063,0.498189,0.345309,0
-0.347883,-0.105998,-0.541285,1.000882,0.739928,-0.368824,1.033641,-0.699182,0.946216,0.186519,-0.71817,-0.159909,1.312727,1.071987,0.033201,-1.146895,-3.648167,-2.005109,-2.636513,0.338743,0
0.003153,0.082663,0.780481,0.479589,0.236726,-1.131815,0.382416,0.389263,0.144349,0.819535,0.137204,-0.618808,1.076899,-0.688175,0.384221,0.892059,-0.455806,-0.845102,-0.323291,0.274557,0
0.799508,-0.405027,0.695318,-0.75671,0.303772,0.890757,-0.575459,-1.63829,0.601696,0.294461,0.558236,-1.274098,0.350033,0.1225,-1.381789,-1.675694,0.291317,-1.398036,1.752015,1.402551,0
-0.063362,-0.858751,1.82077,1.07626,1.037326,-0.831304,0.961094,1.26095,-0.312728,0.376079,1.506409,1.86568,0.228081,-0.082753,1.138941,0.876848,0.857416,-2.062532,-0.878241,0.359202,0
0.245145,-1.709076,-0.351324,1.5509,-0.078903,-0.598714,-0.901677,-0.036329,0.835106,-2.095215,-1.083167,1.24486,1.734257,0.046733,0.008453,0.358011,-0.167945,0.818059,-2.55488,0.57748,0
-0.661599,-0.137243,0.89164,2.210098,-1.024928,0.085986,1.351725,0.761959,-0.98724,0.862137,1.368988,2.772265,-0.14372,0.000435,1.064469,1.718164,-0.042315,-0.086021,-0.768244,-0.158351,0
-0.05766,1.351259,1.746633,-0.235324,-0.631036,-0.408383,-1.630603,-0.766524,-0.372401,1.273192,2.037557,0.02782,-1.404271,-0.856131,-0.678396,-1.026145,1.769984,1.636895,1.228402,1.129282,0
-0.379665,0.290282,-1.479681,-0.251747,1.091256,0.035844,0.662604,1.870188,0.271876,1.642967,-1.5618,-0.704566,2.675494,-0.123952,1.000556,0.864479,-0.626506,-0.698288,-1.043227,-0.520898,0
-0.579922,0.921686,0.126178,-0.232625,0.528586,-1.464619,-0.1211,0.102085,-1.487429,2.020402,1.457177,1.7589,-1.278271,-0.971152,-0.725576,1.208568,-0.083723,-0.097202,3.078828,-0.514712,0
1.762304,1.187671,-0.838196,-0.141041,-0.30994,-0.464285,-0.764242,1.352395,3.307781,1.043473,0.736562,0.433115,0.150446,-0.695136,-1.92859,1.590421,-1.972415,-2.972481,0.754512,-1.247441,0
-0.753304,0.42393,-0.58474,3.397923,1.776055,0.55062,1.929292,1.601868,-1.207928,0.169463,-0.796844,4.406007,1.119052,1.664767,1.697465,1.409894,0.103054,0.902641,-0.114647,-2.539546,1
-0.001833,0.598559,2.76447,-0.888279,-0.727327,-1.584998,-0.270073,-0.041707,-0.266437,0.9929,5.096349,-1.518333,-1.64284,-0.32085,-0.479065,-0.420852,-0.406376,-2.127867,1.885136,1.468009,0
1.278915,0.248559,0.533145,0.238941,-0.200626,0.239362,0.302853,-0.40338,0.436308,1.866066,1.011193,-0.039738,-0.221181,-0.668965,0.514934,-0.926613,-0.543189,0.129003,-2.787049,-0.10567,0
0.226504,1.571077,1.476936,0.728748,-0.155328,-0.481725,0.928173,0.452234,-0.496634,1.94959,1.090561,-0.147349,-1.14116,-0.318134,1.791941,-0.496571,-1.086503,-0.394051,-0.344687,0.879927,0
1.655002,0.880498,1.763651,0.354856,0.885328,-1.488281,0.545374,-0.471158,1.341747,0.033841,1.912551,1.271193,0.769359,-0.989022,0.304822,-1.428834,1.615451,-3.640287,-0.391159,1.399622,0
0.208048,-0.287669,0.676932,0.338828,0.610786,0.281168,2.876853,0.00457,1.471958,0.868299,0.587088,0.643295,1.169642,0.22088,2.845228,0.173247,-0.503985,-1.424208,0.398209,1.512331,0
0.578661,0.753995,1.601888,4.230778,0.338905,-1.387278,1.168262,3.425573,-0.070563,0.882646,1.724853,4.958612,0.612856,-0.371587,1.683895,3.439618,0.040058,3.581963,2.839908,-1.188229,1
0.452928,-0.140083,0.481467,-1.164236,0.758507,-0.62102,-0.300318,1.4471,-0.958856,-1.027941,-0.242845,-0.298252,1.836781,-0.801858,-1.297746,1.913544,-1.032953,1.07873,-0.044997,-0.629976,0
-1.168205,0.423212,1.0068,-0.497321,-1.819497,-0.04919,0.084956,-0.882358,-2.132717,0.608105,-1.301219,-0.570415,-2.517508,-0.499478,0.347483,-0.216878,-0.256686,-0.360322,5.086737,2.307815,0
-0.140911,-1.195462,0.679511,-0.246201,-0.201205,-0.549422,0.041822,0.969996,-0.155082,0.09267,1.247236,-0.378708,-0.109792,0.002828,0.855991,1.86586,-0.531428,0.14025,0.569927,0.269042,0
-0.527718,2.154073,0.432941,0.7099,-0.358651,0.327034,-0.23809,-0.45916,-0.556891,1.647146,-0.114921,0.970372,-1.976448,0.120851,-0.779392,-2.173054,0.556452,2.531754,2.271755,0.321726,0
-2.235172,1.479196,-0.247393,1.007881,-0.001305,-0.200362,0.178086,-1.121744,-2.952911,0.964224,-0.889795,0.920223,-0.355248,-0.806224,-0.593888,-1.691178,-1.524979,0.894898,0.516382,-1.250254,0
1.590808,0.772197,1.59001,-0.339758,0.561648,0.82613,1.452654,7.212923,0.320024,-0.756306,2.282408,-0.504926,0.564036,0.777029,1.468213,7.50967,4.101914,-2.491998,-1.929623,1.739641,1
-0.548635,0.357257,0.469122,3.442692,-1.93627,-2.306795,1.511261,3.356465,-1.291771,-1.083237,1.217611,4.88555,-1.101761,-3.025864,1.035962,3.713577,-1.220355,1.294668,1.419233,-1.303087,1
-1.154801,-0.568569,-1.485266,-0.398989,0.561378,-0.880024,1.857403,0.283056,-1.801486,-1.493103,-0.188544,-0.769373,1.387435,-1.468737,2.747806,-0.352937,2.479829,0.520131,-0.064693,0.119874,0
1.012599,1.033184,-1.376545,-0.401582,0.699183,-0.190955,-0.538628,1.211129,1.562999,0.114806,-1.411779,0.219965,-0.461364,-0.849933,-0.374845,1.000089,-0.991756,-0.781624,-0.002616,-0.305151,0
0.924783,0.964758,-0.848055,0.718856,-1.730105,-0.092188,1.580607,1.170899,0.780666,1.248963,-0.053326,1.658239,-1.921774,0.900021,2.288758,1.334443,-1.381447,-2.697051,0.473269,1.716032,0
-2.142723,-1.931631,-0.491947,0.119317,0.95013,1.53241,0.732685,-0.641703,-1.378282,-1.84763,-1.426326,0.042042,0.724257,2.681101,1.372523,-1.140727,1.248607,0.294802,-0.540919,-0.503652,0
-2.405382,0.351199,-0.280811,-0.538074,-0.279727,0.991804,0.183978,0.596633,-3.161957,1.49713,0.239643,-1.31863,-0.314026,1.821855,0.126983,1.184966,0.24418,1.910858,0.890207,0.485894,0
-1.587298,0.320728,-0.752582,-0.167629,1.302971,-0.177624,1.208817,0.205889,-0.629289,0.099887,-1.613991,-0.141332,0.876443,-0.906016,1.634824,0.313306,0.382041,-1.728414,-0.816906,-3.243673,0
1.949512,-1.270142,0.006189,0.172669,-1.497939,-1.18547,-1.202179,1.015723,1.351441,-0.716447,-1.224594,0.433685,-2.512885,-1.296542,-0.939881,1.38654,0.921659,-0.095056,-2.656354,1.491982,0
0.803964,0.532687,2.038431,0.429123,1.386669,-1.039015,2.354527,2.434079,1.283266,1.527818,0.848872,-1.08097,1.014116,-1.890086,2.331423,1.934106,1.248802,3.985031,0.251302,2.53485,1
0.159167,1.296034,0.707845,0.680364,0.223413,-0.567962,1.603244,-0.440196,0.457363,1.089887,-0.84117,1.443525,0.388617,-0.150683,1.834527,-2.118242,-1.733635,-0.533365,-0.231083,0.575739,0
-0.588031,-0.048236,-0.852192,-1.058852,0.126862,0.183983,-0.8432,-0.908895,-1.272094,-0.855832,-1.911844,-0.941972,-0.578733,0.873449,-0.865197,0.364652,2.097023,0.201271,1.257611,0.224359,0
-0.290008,-0.557103,2.853488,-0.19835,0.412646,-2.214757,-1.004374,0.429147,-0.451631,-0.546525,3.543882,-1.155505,0.62306,-3.138458,-0.781697,1.407581,2.226672,-1.324268,-1.174711,1.259995,0
-0.204163,1.987361,1.577919,-0.928584,-0.548321,0.601216,-0.560547,0.018294,0.028279,1.992347,1.804672,-0.681913,-0.519558,1.104781,-0.221531,-0.934231,-0.021593,1.151001,4.87979,2.747336,0
1.619581,0.460279,0.538,-0.170189,1.362559,-1.608506,-0.414505,-0.191649,0.078767,1.152759,1.030489,0.984555,1.801942,-2.000342,-0.670571,0.171584,-1.703281,-2.23963,-1.409687,-1.594612,0
0.513962,1.342055,-0.674297,-0.570595,0.043427,1.390292,-0.552781,-0.143148,0.65332,1.794639,-0.545623,0.073752,1.058639,1.824831,0.067998,-0.501022,-0.890344,1.793534,0.201703,0.826648,0
0.113468,-0.132557,1.378233,-1.030665,-0.996365,-1.421141,-0.034446,-1.898404,-0.206171,-1.906924,3.041127,0.123935,-0.593337,-0.231597,0.276645,-2.098325,0.39941,0.683829,2.630404,0.129332,0
-0.235536,0.37188,1.260733,0.910088,-0.081918,0.952579,2.244618,-0.479447,-0.945432,0.39713,1.363924,0.959726,0.576313,1.757698,0.987091,-0.438114,-0.461603,1.396335,-0.016598,-1.332288,0
1.121313,-0.929902,0.272701,-1.758265,-0.055031,0.18589,-0.674074,-0.264682,0.273513,-1.933963,-2.126287,-1.305235,0.720769,1.335523,-0.117186,-0.576338,0.416622,-0.644843,2.53974,0.075472,0
-0.789739,0.576273,-0.338672,0.525456,0.140624,-0.728497,0.422508,-0.554343,0.253943,0.913023,-1.298613,1.651893,1.633948,-0.146903,0.077057,-1.07732,-0.504195,-1.216607,0.328482,1.309434,0
